Address,Balance,Identity A,Logo A,Identity B,Logo B
5H8hzp73QygsaEUBdK69cApoodohwNM2mw8TAxryrqPZ1TYx,59000000000,0,100,100,0
5DcQuvK5mGSxP58VQ7A76heXcBHDVXurM8LSQbDrCECzUuN6,19500000000,25,100,75,0
5CoLCumE4AeimrhPP1mxGrhv1LRfXR7VQmXxmTUQ1xBJfEuL,25688999972,25,50,75,50
5DRvxvixEcoMB9HW5ntwwNz7EaZVs8TEnVDfvzPwrU9h5SxM,1437130081700,50,50,50,50
5HgYrEN816VHANx8qx9nXrm2bPx6aC4ynzaVWZLQ7zzNbYaR,2933084145528,0,0,100,100
5FbfjNGvTd2gqeN849dvYF3jf2T6DdoVpHoabfbqdZZ9nzaa,238573504203,0,100,100,0
5DG2ACP2CqSWYNZTUrDezFZMiBiyWb73QDYWoUmZ1e1Q6MZT,49549000000,0,100,100,0
5Dk2Mx8No3DmEHCM3nCBqqz3YThN5ZsNBfogp3y9PM8cppq3,2787058319473,100,100,0,0
5EZWYweszDJbh4Yn9aTAy9LLCa6KTHxW3Ruw5sLoyptEASAJ,198434502000,0,0,100,100
5CG3HBReGXbpB6fbt8aUFp9AJeVLEsT3BUefpPwdiChaidFu,107418852516,75,100,25,0
5DpRrRWhZD9myYnaDm2KmWxxFoPoQpZWVmFJieRT9y1QjbBX,2067650258526,100,100,0,0
5Ey6FkieyvBnCixURwhxuLCv8BnMUafk5Yy46Sgs6K7tgUAY,26153275678,100,100,0,0
5GgWAVbHhiquDVAFusdr5syfpzSU7HcRiJ18v1xP1i1zzJuf,19737399994,0,100,100,0
5DFvWMSkoZs1xaSrfEzbQ15aHGwfyPrLDrATXHnt99QNNyX8,1504752499986,0,100,100,0
5CMZiZBs63pXDDYrKogs2H4tEFg9KmPAiGQJwPRDKyAxbvAr,11048506185629,100,100,0,0
5Fe8tXETwNfv1YPffZGLxdkH5dueCt34Un5U8WaQvJCzRvT6,238429448497,100,100,0,0
5FnpPw4M8eAWTHND9gq9ECe9GNwG46EjcLLe3Fi4C2bwAseP,3185504731243,0,100,100,0
5EpwmkPJLxBHfMVWrsJf5tzonGDQJ3nJcivKuFTV21HMepyq,715905097000,0,100,100,0
5DhBm7q9duGBN9Fpp3SHvgvqdD2ukssA6KEH2UUr8t6xkXeu,19589000000,25,100,75,0
5Do4UsSdFiU7zJUDrmkDmFmaywTkV5WpTgcuE2MYDCpyojD4,11687999972,100,100,0,0
5EZiksuNdRQwrbTxERncF52SZ3gqcdNsujmVXBYsFsX599mS,11549000000,100,100,0,0
5FjbLfg3eahk8Xx4AE27S3TvpS3mJ9bh1eTRoMtgGcVaPuJY,1332251903731,100,100,0,0
5G1zDxE8g1UmPQj2tgQjQxD2dpSsTkXii4CaYENS5VPg2X3U,10944169181,0,100,100,0
5GGeNKTQrZBmN22JwyiaLEYwHHEC6i6ZJ5edxMp6SkepMaMZ,1484116162586,25,75,75,25
5E46sjA8abbWgUDvWEghPyBCTmGYfdqm1a5be18d8hzM1LNf,89863203919051,0,100,100,0
5Gw958FSBRiCW219VfQDtYM7NtzSDXQEiXEM36E41aad2Fx5,2348046072163,0,100,100,0
5EUiWuwmRLjg1VEu7wF94XhPmR76W1khHfmEiFxVooL4WUXv,10640459000000,25,100,75,0
5HYoXkP5iPWXjHX1GPAAezuYiBLwJMQTMXuKWQq8Y6QYSFpg,95310599698,0,100,100,0
5CqgFghSW5gzKh3Vax2Rxp5gLKkVW9qh9XT3g2VhdwVMrbYj,13676920000,0,75,100,25
5H8gKf7PJ4LCKMY7JdR1MYv5TbtWaPzKJnBqFz5JY9969vRs,26562400000,0,100,100,0
5DHqMoFUyYtaKHUfLEK7vvSqj8FqqjQ9Pgq71gkQYXnuLR3V,13776999972,0,100,100,0
5HK1UunRaenLSccP46nH4XgQ3tQqxecaq3XVAMneFm48oMKJ,14989444800,0,0,100,100
5EZUzWGb4FyAuBuXVMg3p7Z8hujzUj3FqWL4qiRmr7oYY38j,2652801294308,0,100,100,0
5D59KsrFvgZXdFkXpd5grFHNK5YiVFNV8Dp3L1r663Z5osnx,19589000000,0,100,100,0
5DDAPHwkFyanaCswrKsTatUFDhAhpH1M688t1BzKRwVnnD3n,36049999624,0,100,100,0
5Cox9Qj7h8RS1Ep4wCx65cJdp7XH7LeZRe2xwvgcCDenaUwn,11354617752482,100,100,0,0
5H9Hisx3Q9Nf6xy12swyT7QwekTBFcxrnAQAi6fTXiqudGsM,58375999944,0,100,100,0
5FsHJHcANM24wNy5udANv6fGuydjE8rJMNopswWPXXF3XRUF,13932999886,75,75,25,25
5DwTuoEjxjieV5mzHoaQC4V7ha2r9CRHezYe139QtCDrycNq,4333787803619,0,100,100,0
5Dy915EHW2trF1TTw3Er8n8rBVuE91BctbFYPB4rrvZYXxHS,166251665500,100,100,0,0
5EkaFiBexq17QmoBt9GzBYEKracUxzFiMcp2N2SUkQqrrbxL,21595047173,100,100,0,0
5FGxQuVayebn6NLWyDGmdx7TZUYB2XwcFwPkBxoxjzNQr3VB,10589000000,0,100,100,0
5Cnxer9EDWPLgd4bNDKReDSKruPmmCR6tUm6H4UH2iE9dytG,11589000000,100,100,0,0
5E57yBwW3EmcWXbjxUAYjZB2vf17v15LotQD48zBsT1fAfXf,29589000000,0,100,100,0
5FRZ3pTTZ4KvHRumEnuTiGYXQqr5VjbF4oui5DAi5FdiN1GK,12139399863,25,75,75,25
5GZZ2xGJLmHnfvFaLnczUmkNJ11jZbtuMDpHidYzvttdcNUy,248932999985,0,100,100,0
5Dw8LtfVA7TmsWktP3tuggwu3a7h56mKt29pFHpYvAib4vjg,20432999986,25,100,75,0
5HR5RuDKXUz8n5MGoN2GJfAFsTWxwTo2v25S8rPgmJJ5efrv,170050425434007,75,100,25,0
5H14GoYd6QocEG2dixzZyY2VxHadWJyuzUcTHES5Q2CnRvdL,11112218788,75,25,25,75
5D4yfTw3HgzTRXhrrXWUaD6CcoVHTskPwXHmHU9L3Tapinnd,418134281374,100,100,0,0
5CJdQEgEAJgD3TMKLSxASV7K2xJCPswfnttV9mhTFcShfMjB,14589000000,100,100,0,0
5EhNtsKARWHQF6zf8AqM4j4cxPCpgbjMa2Zz4ieJcuB3fYw9,19699750400,0,100,100,0
5Enje1pcaYzPWPf5QzCEx7hVqhazSPYDzpE3BCHX17Q6Vuac,3351099000000,0,100,100,0
5FcGN64dY7zHVUkHQ2Y9HjKgPQ5pvQL1ohBG6djCzm6tb9JB,166193000000,25,25,75,75
5CFQxK1cCgnhrdXLBbcBLepUaVFRCH6xFtiKamHgDe4KabRW,319589000000,25,25,75,75
5G76LKJKf3dwouMKfAfgHiKuk5V98ptYv7De2jKVzD3gUwHA,207940000000,25,25,75,75
5F4gbEZDProVoE9Kj8eXdbYqPDecRE2z4pLf2dMWYzUovDvg,4989750000000,100,100,0,0
5ENWU66t5ve3WzmxmaTG6eg9Z2yhnf7s7iNspCwYEz7VL8Cf,19667588300,75,100,25,0
5Cr4RuPCDKs3cWMWq2p2gsGu2nAVh3LNbWQFAG1AQT8HEit5,157393698795,50,100,50,0
5EUQphpTigEdcZVf1e6mntXjwzCiQuhdkcercCVa45DKSBAm,2168589000000,25,75,75,25
5GNRSHynhF4NjrquDvSJoVLYcqpaypSQDHHyhxEAEG7ypfTz,1165019358144,25,75,75,25
5CoJRcwBnb5xExR9j3hkeWJibu1Co23rGRhRBDw6Rb851UMg,27863867878,25,100,75,0
5ETnQdG9maSzRJNTuhBuy5xEbryMqbMczZSpTfomtAyJ8Heh,99589000000,100,50,0,50
5CJANcvpJiDoUPec6cehcd8ukUEt588xDXYxws7RP3zZbtQx,149189000000,0,50,100,50
5F6W8hMcmTfBcQQZi2mQeNBnLEr5mEFVPmG4HMK73s3Pugxa,49589000000,50,100,50,0
5EgvxE7jAh7iYzw3KCZt8jHpCPTdCE2Q1KQnDjTeW3oabJ2T,109589000000,100,100,0,0
5Enqh2CpUiMgmAdnghkGEQLNLbP9qg2AbKkCTAoVkCocdTmh,28180599866,100,50,0,50
5EcJw6gJvRjs1UmAwoeRSYwPieN5a4mVaFhNMqpTBoPKdUmu,16435156871,0,0,100,100
5C8Fw24VpxJXzzMZjxhXixvYEUkyfoLQ5oCCXjKPNxLKAYxU,1467246894061,100,0,0,100
5ENjkyRprgdo3QzKo2xwVUq3mQaTNWuo6fpdo8AdpD6id679,466439787300,100,100,0,0
5ENb6euSXkcUTqUphg2qgJduzT5QZofPRuxYW5ppbVew7qov,99589000000,0,75,100,25
5EPaCMYsH8tK82yDRaNBkqWQcHLFHqWKhWv715bVoAkJhQQx,10697553025,0,100,100,0
5CPpoy21pHeAjg8nGKCN9NFAsggQAyhNpguBE5T1fDHfAoG4,612495561743135,100,100,0,0
5E28z4EB1XrMsW1E7xnfmnnpy6T2UKT8yxCS731XZ1xKP9UL,915571423955,0,100,100,0
5GCVfG3UQ3wMjDesigzttVJRJtAXBWRP2Tomj7FUfsEb43gW,2118432999986,0,100,100,0
5D2XjKeP1jbpHiEh3x1WCkKzZDi2wN8Td9jkiZEytZayrn3s,1461394172144,75,75,25,25
5Hb4vtgsHwZHjVdgUAGMPWohhkrKyrXSEPHY1yZeLAu2FgrT,11355498112973,100,0,0,100
5HN2ajHZ2o43EPbcJssm9LJDmw7JQoSoJk4bKvBVyC6QH3iv,253904054354,0,75,100,25
5CCvsNU7KG9yuJLjeUpJ8Qz4WTK3vcNsbY5v3bSuawxst5Wa,19200989427,100,0,0,100
5ETqtb8BgqSs6SCXLRBgK98dAxqDnd6EqXV44wjrqu8B6TTp,19589000000,0,0,100,100
5Ctbg9Nkq8QTvmhNsgJWRy99R5AGdAoUR2u76XgCD1dLMDd9,637104219400,0,100,100,0
5EtMDRNF41Amv5JqXyroQbq3a9PD2gHNWBdYwvuxX684w3Vg,30072830497,0,100,100,0
5FhZvSoUdLqzTy2Rfkb1nivuNR5maVwJi9GpZgQV6TbvjXjx,760235089936,0,100,100,0
5DiBzbTw1xmMwSKwk8w9Qs37XEyB7yxx77yXzzaHxGvVCB6R,106402864987679,25,75,75,25
5DyRWd5ysQwYBiyMLYjdToBBjtBiQ6EFhyXefVhUUv7wigGY,5632144277464,0,100,100,0
5FLRZSyJoCNDwx8op8bC2UZ2pvU76yWGV9HmK7tMwKG6Vi6c,1551805519759,0,100,100,0
5EZ321oEwSW5aziqLsjYaxPuee1Z5ZAhwY1qCrErmDLbXVRA,4549360489434,100,0,0,100
5FeMET3dxgsvd8cEz86NafPLEh7jrG3d4ahMWEEiGtn6Rqkq,11549000000,0,0,100,100
5H1YPEasLyVLrGwcwNX54yy95RtRRWfF2waXNzREqBq1gC8h,36195563364374,0,0,100,100
5FPSFuHNP89r1HZzPs91csSLD6SxmQgt6xGDccC5usKMtJhE,85008159338596,0,100,100,0
5GnDKSurW3VgRhpjaaFmsQHEJ21hSiDtBDvmp22EwRfZimYR,57403283932399,0,0,100,100
5CqpEzce2f7PEV5vZBHqiLfJmHD8H9sae8udQNdRJg5bTaF5,5519412999966,0,100,100,0
5DNoDXwKyJQMnjpoTTaY4QksNdxk47z5xG2qYVy7yseuTcLg,8531555816847,0,0,100,100
5FcUzajkp6iZaZwxNfC3yDSTbo8jcv9D3YckbhD2hnCxPecy,108956184143,0,0,100,100
5D9xdZvjRC3YSGH3so6RMLWkqzqbrhVfpNdkRQbdoFM92hca,12732847186,100,100,0,0
5DUXdnCxmt3jEJzxzn1PDnwqhfoasJe38uV4w7hkxi7XHEp9,47581171021926,0,0,100,100
5Evq4S4iZG9uGnajSvUthEgMsdwCzaNtZWszeQn1YpyYvv9i,10869429790,0,100,100,0
5EAcowfEaiT1idAwJajtqNQ8gKaYWMJrSeMrj9rDi2PZpFbN,10539000000,0,0,100,100
5EF8Q73yHp89o1C1FL8RjYrR1RVryoMqS3kBEYonfLmy44vi,67775527265386,0,100,100,0
5DG4XSngPeY1Pn4yUHMKvfXJHf73GmNVrLuHHPtG4ZeF6W5f,46741263782188,0,0,100,100
5FGtgcqBx6u6geQpRrNFeX5SAP3LFczry1Sj6tfMSUsEh9xT,1208049799972,0,100,100,0
5GggB1QUGSV6i2U13HwAeUuFYTzU7ahX9kSVhh2NKA99HXsp,22603049000,100,100,0,0
5GxNKQaehCdgCKYiWvkosWB3GaMsw4gBXjRMzz25igwsdEjx,16209532072,25,100,75,0
5DFTF1cggCGNrAkNu5jLpLRbYP1GWgeqQhrM8TUtFsLRGWzY,51432208584138,100,100,0,0
5C8Z1qZwi7MowLtcvjNMpQgByYrcKvHRQ4toiJzH4AumK6bP,600007999930,100,100,0,0
5GKNq4MVnzBwAa8F1M7L6oHNxHUYFJZyuc8F2qRvDFGEQZ3w,19589000000,0,100,100,0
5G4QLC7p9QbyApcpgnc9nqbtRZg4qnDVpJEz4Du9GKJEq8nt,483089000000,100,100,0,0
5G1SayGxk9P91YGTqo9E6z5MJMABNwXoTTHQWAtSYirgAPvt,388389000000,0,0,100,100
5Gxj9AaW1VzTVi5hLRuavW1GtbdNEsiVnPzyMXm7U4ijAGag,299589000000,0,0,100,100
5GqB1vRm9g8Ushqtb1dtAN1v6sTi6e8pTP2XKRAVw7k3ov36,1197500000000,0,100,100,0
5DLxkRrmb4y9Byv1BjyGYd4wG33VGzhGXZPSsXkgach5KKu7,21833468000,0,0,100,100
5Cvv1GyNh97LGE6aQ8iQYJJNRnS3rxGco2rZqbu5PJhJG1zf,200000000000,0,0,100,100
5GrsyuTgA6gWeTnP6n6Edb1cm6u2YLPXiTNxY8Sn1EXBKXcg,19500000000,75,0,25,100
5FCgTy9k4iyfknNPhwtg6sfSCDWPAagwS7MYzUuNr7aH67Qb,52412375094700,0,100,100,0
5HWXSHPcnhCCScuXwDy745Mu2gbJzcfvq4uiTbULhC1yQMrQ,166031986123166,75,25,25,75
5DybssyeKqJDASmUhaQiEMe7GshKLzXPEPhT8RfkGrm726Rg,38589000000,0,100,100,0
5DvJDFSZH9tErTySYQGyM2X5WMK3ACSSHm2vbcsifQdhgUsB,100093586679,0,75,100,25
5Fhk4LNWSWAzAAkY4r5fzVJRKAQWGHLhknnCAQQ7E2yRTc86,9353549959279,25,100,75,0
5DyFdvbuLqmHAubiVUsCcW2g8xfm8oxKb5WycSZuPFfhmU9N,10639816472,0,100,100,0
5GR2nZRuRs6R6eMNcbLxmf5SMhosgV2WHM2PUYEUPCXisFHo,638736451903,100,100,0,0
5FPKsFSqWHURwyR2LqXVLv7CxReqgf9cPGDXceYpu73wx1B2,2139536537756,0,50,100,50
5Gk6diLf1168oi9jBUJjEUXQhXpWEtbNsAdLb27atDiXiCVv,118932999986,25,75,75,25
5FeatXDPidDbWPTpV18dyPQipK7rYPGbc8rfDR2btJXyND8m,19863999966,0,100,100,0
5G5cj9hnVuJxvTf3s85FCckKMZmqycR5JhUrBLtNkwsgkeAq,1219912643205,0,0,100,100
5H48nCegpiAZx2Svpyfuu1ECiCbEUYsCQacnZ3ey1QgqQYFD,108027399947,0,50,100,50
5GHnKEYJyVckytCowhHJpRrkY5oate9TZf8pAybnmjfUnnQj,152459000000,75,25,25,75
5HMzibaMD9a9dnyURsG1GXcu5gDyXaN2UoYFbeKzZCaN6hUm,10992021305822,75,25,25,75
5Hamiw2Qmoiu4bhX1Mo7Y89mB5MXXYK2snLHBQR1QXThVtSQ,115709000000,75,75,25,25
5GTMHMTC1v72gpidi6vZdez1pdGdurB5bdKP68WHXCo2c2wn,1049432999984,75,25,25,75
5HMhk3rNm2ctDq3Vv2ccodf5xjxeDAJ7DMhyA5aBHio3A21f,742014744200,0,100,100,0
5HbEhXLuFX7MojRkyunBb4ocMk1PAtGAf7mivuoHTgpGeDJU,27258884247,100,100,0,0
5FjUngk4NDWkzLwfbnrAe45NHJLApj8usuHUMMy2DDoMwzr5,13549000000,75,100,25,0
5EP1ZJTWEMHDk8GokPdEaeBrJAsAwQobpyWvG8qQp1mQpA41,19424999944,100,100,0,0
5H8rTF6qxq2r1TAJ5fcE5AGsFtTSgqqPY9L6JwoKZK8DhFRg,733404744486,0,100,100,0
5DXDESqerN2rkeLyyCGkXY5TUX2oRYvGCNGtmaqHe5YX1H9z,1255816999829,100,75,0,25
5EXPjXWcx21ibJK4Wo4GRCHGH1TTKu8vP2DZTmc5F7nbzYHM,16907675035173,25,100,75,0
5Fgs6BHiA52yJQQGqrdVnEcXGbv3SNBtjCWeeeHGR7vPXDjs,98589000000,0,100,100,0
5FKjN2DD3kAfL8X9nwUDr7zzYEqnPHKs1z8duMS2yLtGdoyR,455697300000,0,100,100,0
5HpfYozNzF7VZ8eCBmmC9WfigvY6aPh7MmbiGSfeR8dqCSqK,22448799800,0,0,100,100
5EHqFEaxg4Fj8W3ArxQwxFsL7jidEgAqB8D8qKvbtDEWqsMe,21845320154766,100,100,0,0
5CeGjdipnap1JfFoNBfroe2sFZZdC9fMWB9zpiuzB4u4RiSP,382435903238,0,0,100,100
5DPPpBqysGV8HXUMe8ngjK5TWSv4r64kx4jETsXiqANPbusY,3357245985790,100,100,0,0
5CeqGQifEH7a94Yt1b8hijaY6iF5UGiaXDJieyXJbdyk7TRw,11424256136000,50,100,50,0
5G4eCnNdNuvDVkjRcLKJKLVyghbFF7jGqCB1YDDjhYM9sbwt,69500000000,0,100,100,0
5F28EMnT9Ys1dwpU5AYQo9kRD1m4LtvLFJ34P259WzWjdgSC,27843671152,0,100,100,0
5FNyKZNsMSzKLbZztGo369Un7HNrtwS1ZeGHkkh7yw2EhqGy,204089000000,100,100,0,0
5C61K7n4cvJpX9riUbRaXzcWTHtaYyXomMb5RXxN1FwhSt96,2157888158913,100,100,0,0
5CqNnUD54vuBGLtsrsopZKNd5VftDEDqLRjhXYhb5H4uXbzL,149308370000,100,50,0,50
5CXmMsXUwimDv7SKPv4Nzv47qEPzrcxcpqMuCTB6sEBVVYbB,97097400000,0,100,100,0
5FNMExvyoXDUYG84eAh1WHJDbX5nyxL1qLChkpcyZbbvZEQ6,108200000000,100,100,0,0
5EFQZDVX6txZGmF54fUjVT78gfAQbU3THRk1gHvJMJ8bZMAT,99589000000,0,100,100,0
5ENyG5bL4i9EYmQ8BVgQ3NZm33fPqha4sEFvntCT86dXvavM,99589000000,0,100,100,0
5CfT7cUWquoB5UzSnhsxAVGM97NBtg3BwmjvGfDmtEFVL3gf,24589000000,0,100,100,0
5Ct3DJrMHQMGQHZj1u8YwgBk7hqk6Q63LZBfJByVZKdtBF1M,18289000000,0,0,100,100
5GjqvDtt2oWMBrEZQN3k3oeCypSGKKUAPTu8wmgDxPWXMvEc,17864999781,25,75,75,25
5FULbLTWq5vYSM3CZtDPDDc2uYQpMGPf55FLnyQCMTayT7Wq,18434999986,0,100,100,0
5HhBShBvmRtk77KfZCT8EakqayPL9PoKBq67xn4PWadZmTaG,152737598869,0,100,100,0
5HjDGyKGKrJEFzYvZ8NvkyiZzRPNGrD83QwXupa8gLcwHHDs,896394999915,100,100,0,0
5Cz8mQQwCcAXAPUxojNFgZs74k8Xb6XPohKLhywAWs9AymiL,12437502072,0,100,100,0
5Grv6UBEaWy1A5s2LF7gbQus3C4uEvyMHxVhR82v3iQVPpTZ,5051985569874,0,0,100,100
5ECURwTk1AFVYrJ6vGoBdxzTJDmxF2p4Pvwosy5DKK6BjGp3,522622198100,100,100,0,0
5EymDqB215EheS6hUVqsVmutHANaCeeCKRH7jBwaRzQprgXJ,13589000000,0,100,100,0
5E7EdHANXP8oMoAHu7ULxmoSREytzmU4NHjDPWWsTDsJBfXK,367673946000,0,100,100,0
5HQeneJx1JVnHBaHBvEKPU8fSTRuyifXF1Vuda11d49aAfxK,399589000000,0,0,100,100
5HHVaowT7cgZgNbF1vhZwQLr8K1AD7Ngj3KFF7JPuGMafg36,4665697000000,100,100,0,0
5D7wYopz2ZJ9b9m3brZT5rMss6zENb7jBSr9PmeM1yG1vP4f,327907999933,50,50,50,50
5HiyGyowAB5N6wEmteTXSSeMMst5ngWZQwFDtfzf9Q7h6XrS,195546111795240,25,100,75,0
5FYtaQvQyjcWNXTxQN1XtL5e8S9bUQjCdRt4aKBRo7D3dB3z,19000000000,0,75,100,25
5CDiRWMq3UaKvT9trg97WttGwhT5BsuitWch3FcTZjALrRks,10589000000,0,100,100,0
5GNAoJZHrVfEdSWyPsGERxsb3YBYxH6GL8aosGzshH1DHNqB,49089000000,25,100,75,0
5GWAajMsJ6U7GfkS3t7kLojv4QkvyyryXpM9eHg11HQhGVhr,1078819000000,100,100,0,0
5GjSZigoEh34gb9c6kS4dHLrNWMALAPFZFYkKuJpLHmk4aZs,471135960000,75,75,25,25
5F3pa3f8NHEdpyQLXCxhGJ4f3GdMLctqiCD8mCsZfizke1Es,282190999972,0,100,100,0
5EqQkPeNqvEDBTWUDH4ryhLyqw2CvW7TdJwsfNxNiSYsvq1j,61000000000,0,100,100,0
5GYvct8AaDdhhNZSM6CVbCbH9LwwNEiGmC1FsSLFRghmedcP,77324495019,0,100,100,0
5HBGVVhfGGnerCCXGhgM8W7MybPXDc4of1i6TtZN71GCyzzw,583971748133,25,100,75,0
5Fy3kcNFjSjJaTRbK9zuYguTDLtUwk4sdZAwdBeyqVeSzjzn,3077009238151,25,75,75,25
5DM5vRbC8JccwXEC566aiSJS41Qd9BcvePTEebiTXRUwpPGw,29937460666511,50,50,50,50
5FjwUyVjsfxwomfCPSmJAWrNF8WNxsZEDaySujtx3Jm4N4we,99589000000,0,100,100,0
5GuqpHx6AbomMiQrQ2ThEVESho6AaAGQ26xYLEsy33xRMhx4,196350733700,25,75,75,25
5Fe6PmFkrUuNS1PqRPYo7GTs3ZSiFomr81pHALwkw8R9VCtW,103202047400,50,100,50,0
5HRPFvqyrKXCiH7bMKugXQgRH6vvsUCK1PuqbPki3BN71TFh,2347805037077,100,25,0,75
5CiXYpFwDUDPYVwomwMngrXB9m8LkJtr1Hit5PCCe6Js1hxb,5084397087330,0,100,100,0
5FGwdedfVLtzWnqfQc6i4eVH3b6AzCp9sdQVGBnX3dB1Lnja,210008999930,50,50,50,50
5Dk67SAmw5xEAcBZGGUyP2R1ARj9PMt8opix1Rn4L5VAj9cj,4282307265171,100,75,0,25
5Ek5vs5Nx7pU9EY4w1kvyxJJyVCnDqAVWWu83gdGA9E8Y5F2,19000000000,100,0,0,100
5C4z7G9tcsvBZQ5QpUQdmfmPUiqKmmjqeGqBaCcFXt2GXb3D,111494951995299,0,100,100,0
5GBPDa1Abzgq5vKwBP7597Ttgj9x1Jp5mRhTprsnDfd4e9qa,248284657016725,0,100,100,0
5Guev1asYrqtabMKWX8KfM6y4gTcrhEBXu41ZDCwR2NU2yk9,19589000000,100,100,0,0
5DAZjxXmGq1PYmNrV4AiBwc9gP9VMzqhSq95WxbY6b8eRHyQ,50312999860,0,100,100,0
5EZSvy9Ai2Yt2N8tBYYQUE8fXDPyrbYjMvNf5xZxUGcDbDwT,3696131292600,0,0,100,100
5Hp6BQYM5D3DZKyvHeJWreUw4msYL2PPXU9xsWp2aWLLLK9J,11909417940,100,75,0,25
5HR7xKEcVfTNSL3r7dcaarA532ozfLXAVFGWN24XenjwDncs,173114534600,0,100,100,0
5CobUSuLmrnDM6JZPs3jBAKBTrFAKpkaaQiGqy8HhLZV93bq,4083184348182,0,100,100,0
5D7DUrGViFqAhtg1gc6zXb52BzXu4YkdQ4tb2V9YCYg99VFQ,2169759175202,0,75,100,25
5DyaJMi9dceU8xqLy8hAmN21SB4sDeABzV8UZHb3ipV3tK5H,10432999986,25,75,75,25
5Fs7DP3Qn5edM7s7NPfqts8qY9JcP8EiAq8uswuNd9FrUFK6,99589000000,0,0,100,100
5DhWPSoUUcmq8F1nx4kabcsYebRxyGE4goopENi5fWfRtWTC,2439268434132,25,25,75,75
5E2KhbmaXrqR522HMSZ8q7x21z7B3w4D4s2gv8LZZrDoth2K,2012786053300,0,100,100,0
5C4jMAwj1hLcAHHdAvg6XdKWZvA9bFojeqwhyJT1S8qjQqgm,16860000000,0,100,100,0
5Cqj1yAxzsNVWzvrx7DywYgJ9RDsXDXrdKvoqTYziABWB7Aw,4471409335283,0,75,100,25
5Gx3ZZmFLc1DGw4cuNTRQoURDPvJnAhVsvGvXngVPRyQcsvH,940804979958,50,50,50,50
5H4KtNiNbyimCmyxYofNsMGXYjWKxSCxYenj3YG3c5CHiWR3,1579707607154,75,0,25,100
5H1SENJNVdzL39WJGj9BX8rTb5GJtQkukDaWJJutAH78u1ZF,199089000000,0,100,100,0
5EyojbQynEDURBkGGSKE27n8i9QR127qSro1oacNteNyS4o6,28589000000,0,0,100,100
5EZXwyuxpE7X7RvttZ1d6xjyU7yMPm8F9AmmyPrsnrYHyTtp,43221446236285,0,75,100,25
5F4B2kZhV6tPd8BeLVqy8rQnbivwD3WmamqmAJDPz3Bavx7A,20447682399659,0,75,100,25
5EZ9w9jntr2DPom8N5cWugEB8x86S3FdSFkJDEotGMvVekKG,1518797457259,0,100,100,0
5GmzftUg65EgoCzQAJTuS8Qjhn6S9SY9u85dWPzZKatnxfyZ,14089000000,0,100,100,0
5GEGpScxFEEe6enY3fox4PU8z1Y4HYyjDD2bfHGQ4zFJgCej,19593279893,0,0,100,100
5HbkqfGBHe9FsyZDXSmvqnSTFQbJTdUNnXoJgsf9P891QWSP,14491999958,100,100,0,0
5FqGqfejLyTPoJ8toBAY6pKoLWibBy8mD2xP269aiULoW6bq,316757300000,0,100,100,0
5G745LYE8fxrzmVQ8eFq6PHzQYPVJ8pCxeFWmF7BoTHtfSDk,2761406499961,100,100,0,0
5EFCHngqo6cXtf7Xrzqm7E5SU3Bf4ydLhqCnpFTxx2gBBvKZ,53549000000,25,100,75,0
5FNN7F3qq3cmVdjRzqqRZpu7a3x4A1yRMaCXKUisPVknJdDF,13589000000,100,100,0,0
5E7Pb3CGSaXmnk7U6cW6NyGxyjhH3Um95tiBvrBGdZxtAzb2,960549000000,25,75,75,25
5EM4m5rRo3qkvRUMprz9kXSKMHfZbjLKBH6BkD9GbuKXJyWn,224088169800,50,50,50,50
5GEfkFdritetUKzCfXi9Bvk6dDoJCXzrJzHW3EGPV1ePEPZg,1988589000000,100,100,0,0
5HeK6MqVALu4uZPxcaGghnnx9m7nVS3JktJfvXEgmYrtvb1Y,45513799984,75,0,25,100
5CbrkUBroHMdbEEvQwgysUC66CY9eiZw2DHLLmB5PktVDU9U,2635979058850,0,100,100,0
5CamTNGmHgM1jVL13B9sB8f7GAffNWr8voVATPnoFcEA3Y4b,25086437830,0,100,100,0
5GjT9gxymKHUetms6DTXWYjBatU7jtC752MtxiR1P7MEgbU1,252616655295,0,100,100,0
5HKtn974ZYayzEYK7nprCQMchNfwmSHAUi71A4A3cEhweZrk,9678351390077,0,100,100,0
5ERue8zQFmoQTceSji7pUR1sWpuFeD5jVAFyDLsU94J5BGra,11089000000,100,0,0,100
5HKWYzJPm3mHrVLgjco7Hk68byikibLQ54gbaSYbVgoYMyuw,11432999986,0,100,100,0
5DUWDEK5Z2pa5Fwqh1Hyqcvs5f43J6Rk8sq6oj8DXnVW7J3e,8019802408759,0,0,100,100
5EbouJBrsyoxXNEJzgaw1BYrJB7coBH6nFwyZ9Qs51mj6t7p,31579729719685,0,100,100,0
5CPFVueczVvRnrBDvwtLbaNez9JnUdZkvCXLtVt6etq6FC8b,10432999986,0,25,100,75
5DZFM1tAPxB9pPHKxehBZrEDDbWvNPZAWrdULcUZB1mATyk4,40122999958,25,0,75,100
5FUQqzctv4xisbDhrhwzWfJjezYhn5zXSmwHXYMn4Qs2Ezac,99000000000,25,75,75,25
5Hmq5rCx1Dp2bmDTx7EmL3Sc3s7CK3VBwyaKsGCfZbosBBpP,3618896284370,100,100,0,0
5Df2AJXTySF6bzoRerg85oQMxQyVRHGmBqf1k4CJxe2FmuaA,13540000000,0,100,100,0
